,nazev,kategorie,adresa,lat,lon
2898,Ing. Jaroslav Vaňatka,firma,Vrchlického sad 1893/3,49.204546846246004,16.611748819747
2899,Ing. Jiří Kučera,firma,Turistická 55/5,49.2406440148225,16.5724946921108
2900,Ing. Josef Michl,firma,Jabloňová 369/29,49.2412837220866,16.576151044624602
2901,Ing. Josef Vašek,firma,Horácké náměstí 1472/10,49.2503497139309,16.584729588176998
2902,Ing. Karel Průša - Ecoterm,firma,Svatopetrská 413/10,49.1815404079055,16.620246310107902
2903,Ing. Karel Svoboda,firma,Sladovnická 20/6,49.152773716130106,16.6523048272155
2904,Ing. Ladislav Jarý,firma,Cejl 536/87,49.19956321809161,16.6249332188989
2905,Ing. Lenka Hrbáčová,firma,Pavlíkova 386/12,49.195140212774895,16.5829888337177
2906,Ing. Lubomír Fiedler,firma,Bzenecká 4198/5,49.20688380517839,16.6602574929499
2907,Ing. Lukáš Tomíšek,firma,Příční 115/6,49.2007505557828,16.6156702938473
2908,Ing. Magda Škrobánková,firma,Kouty 117/36,49.264818261928795,16.5616373607361
2909,Ing. Markéta Vlachová,firma,Marie Steyskalové 3210/2,49.2118629058013,16.5787993912699
2910,Ing. Martin Tříska,firma,Štompil 1150/1,49.21907322877621,16.560709316606
2911,Ing. Milan Hökl,firma,Chudčická 1310/4,49.2158207991491,16.499216070893
2912,Ing. Miroslav Hošna,firma,náměstí 3. května 283/3a,49.2722551467361,16.5973340421679
2913,Ing. Miroslav Kučerka,firma,náměstí Míru 373/1,49.202066640904704,16.5802817309646
2914,Ing. Miroslav Řádek,firma,Blatnická 4219/4,49.209130112714796,16.6622325199504
2915,Ing. RNDr. Ivan Olejníček,firma,Vaculíkova 534/11,49.2286749511049,16.621674670037198
2916,"Ing. Veselý, s.r.o.",firma,Obřanská 313/139,49.2270357859384,16.647543821786698
2917,Ing. Vladimír Malý,firma,Krkoškova 738/18,49.217726467134504,16.6253943906095
2918,Ing. Vladimír Štěpánek,firma,Ctiradova 186/8,49.1331873882619,16.654560564267598
2919,Ing. Vladimíra Rumlenová,firma,Foerstrova 2416/12,49.21733586985601,16.5779011873769
2920,Ing. Vladislav Pokorný,firma,Tábor 2813/43a,49.2142765170531,16.5919998828418
2921,Ing. Zdeněk Filip,firma,Jiráskova 251/51,49.20361896919889,16.595248709237
2922,"Ink Jet Servis, s.r.o.",firma,Křenová 299/26,49.191415001859596,16.618926663396
2923,"INNEF, a.s.",firma,třída Kpt. Jaroše 1940/25,49.2025097498368,16.6103414148183
2924,"Innofreight Czech, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
2925,Inocenc Šik,firma,Okrajová 703/19,49.130633883205604,16.649590934097198
2926,"Inprostav CZ, a.s.",firma,Klíčova 1261/2d,49.1900031961744,16.630076690144698
2927,"InQool, a.s.",firma,Svatopetrská 35/7,49.18049782494021,16.6218592396921
2928,"Insebo, s.r.o.",firma,Výstaviště 405/1,49.1877267551855,16.5822648050735
2929,"Insolvence 2008, a.s.",firma,Kopečná 231/10,49.19003697475161,16.606364034066402
2930,"Inspire CZ, s.r.o.",firma,Bohunická 133/50,49.164459975209,16.5967042261357
2931,"Instala - MONT, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
2932,"Instalotherm - Veselka, s.r.o.",firma,K Berce 688/3,49.1777508242575,16.5356237886351
2933,"Institut Biostatistiky a analýz, s.r.o.",firma,Poštovská 68/3,49.1947794981703,16.6103746066698
2934,"Institut pro Regionální spolupráci,",firma,Starobrněnská 690/20,49.1925634911769,16.6062901063117
2935,"Intar, a.s.",firma,Bezručova 81/17a,49.187630530856,16.6027320717108
2936,"Integra Centrum, s.r.o.",firma,Jabloňová 662/7,49.2373863882304,16.5835665151241
2937,Integrovaná Střední Škola Automobilní,firma,Křižíkova 106/15,49.224116201077614,16.6122967453579
2938,"Inteka Brno, s.r.o.",firma,Klíny 2209/25,49.1971301610871,16.637484112637598
2939,"Intelek, s.r.o.",firma,Ericha Roučky 1291/4,49.173288843229294,16.670431614228402
2940,"Intelligent Technologies, s.r.o.",firma,Vysoká 532/8,49.1732878371935,16.5939479208579
2941,"Inten Group, s.r.o.",firma,Jundrovská 1303/43,49.214644859916895,16.5582870301036
2942,"Inten Market Stavebniny, s.r.o.",firma,Jundrovská 1303/43,49.214644859916895,16.5582870301036
2943,"Inter - sat systems, org.složka",firma,Hybešova 255/17,49.189047953003104,16.6054550171523
2944,"Inter - SAT, org.složka",firma,Slevačská 2368/68,49.1957639527316,16.6366539687038
2945,"Inter - VIT, s.r.o.",firma,Purkyňova 71/99,49.2260839367149,16.581265096044902
2946,"Inter Eko CZ, s.r.o.",firma,Hudcova 588/70b,49.2365618191338,16.5813681085535
2947,"Interconti Ing. Tomáš Bravený, s.r.o.",firma,Ulrychova 1040/54,49.224301650959795,16.549460215562902
2948,"Interfrigo, s.r.o.",firma,Pražákova 510/51,49.1659436980507,16.6009468102208
2949,"Interm IG Units, s.r.o.",firma,Purkyňova 648/125,49.2328454918004,16.5727867173416
2950,"International Logistic Gateway, s.r.o.",firma,Vlastimila Pecha 1289/4,49.18052544314021,16.657544522401302
2951,"Interplan - CZ, s.r.o.",firma,Purkyňova 2836/79a,49.2218993970117,16.582741735929197
2952,"Interra Brno, s.r.o.",firma,Purkyňova 2921/103,49.22780386093579,16.5819746240839
2953,"Intertrans, s.r.o.",firma,Stránského 3033/28,49.212769535274894,16.5681103691452
2954,"Intesys, s.r.o.",firma,Hájecká 1303/6,49.1745791110542,16.638688927706802
2955,"Inuits, s.r.o.",firma,Křížová 463/15,49.187518633017596,16.5947497337243
2956,"Inva Direct CZ, s.r.o.",firma,Blatnická 4219/4,49.209130112714796,16.6622325199504
2957,"Invako Servis, s.r.o.",firma,Podnásepní 450/1a,49.194248924172,16.624970937361
2958,"Invasys, a.s.",firma,Šumavská 524/31,49.2100273532716,16.592236503579198
2959,"Invent HR Consulting, s.r.o.",firma,Šilingrovo náměstí 257/3,49.192483778708,16.6053043939336
2960,"Invest SJ, s.r.o.",firma,Dělnická 397/39,49.2187298642369,16.5521590205777
2961,"Investice Strategie Management, a.s.",firma,Křenová 401/62a,49.1910592321035,16.6242376048653
2962,"Invia Services, s.r.o.",firma,Cejl 817/105,49.200770169928596,16.625413082754
2963,"Invin, s.r.o.",firma,Sochorova 3178/23,49.21290016670979,16.5673129993462
2964,"Inzagi, s.r.o.",firma,Purkyňova 648/125,49.2328454918004,16.5727867173416
2965,"Inženýrské Stavby Brno, s.r.o.",firma,Hudcova 588/70b,49.2365618191338,16.5813681085535
2966,"IP - TRADING, s.r.o.",firma,Pražákova 1024/66a,49.174590385054906,16.6063239692047
2967,"Ipka, s.r.o.",firma,Cyrilská 508/7,49.190277243187296,16.6206264286271
2968,"IQ Group Solutions, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
2969,"IQ Roma servis, z.s.",firma,Vranovská 846/45,49.20765100025501,16.6270931524225
2970,"IR Ehre, s.r.o.",firma,Bratislavská 218/33,49.19966690205529,16.619575423101
2971,"Irbg Bohemia, s.r.o.",firma,třída Kpt. Jaroše 1922/3,49.2004159929964,16.6106142457465
2972,"Ireks Enzyma, s.r.o.",firma,Kšírova 668/257,49.16297905981871,16.6201647538599
2973,"Iresoft, s.r.o.",firma,Cejl 37/62,49.199219517865295,16.6250255872697
2974,"Iridium, s.r.o.",firma,Božetěchova 3021/19,49.2283679217816,16.594743448212302
2975,"Irsta, s.r.o.",firma,Kopečná 242/22,49.1903083397379,16.6053308807598
2976,"IRVO, s.r.o.",firma,Palackého třída 1891/162,49.2317933538601,16.590373375222
2977,"IS4U, s.r.o.",firma,Roubalova 383/13,49.1971698072595,16.5854813612888
2978,"Isan Radiátory, s.r.o.",firma,Cejl 817/105,49.200770169928596,16.625413082754
2979,"Isocorp brno, s.r.o.",firma,Kubíkova 2294/18,49.203617335172396,16.6843332516593
2980,"IT Profi Servis, s.r.o.",firma,Traťová 574/1,49.1626285292439,16.5924668388045
2981,"IT Studio, s.r.o.",firma,Berkova 444/8,49.226323827055204,16.5925007016975
2982,"It2b, s.r.o.",firma,Křižíkova 2697/70,49.2223583067359,16.6185723597631
2983,"ITA Transport, s.r.o.",firma,Lozíbky 1328/67,49.218521992795296,16.6294444432713
2984,"Iteco, s.r.o.",firma,Rosického náměstí 48/6,49.2150982371874,16.5684303068286
2985,"itelligence, a.s.",firma,Hlinky 505/118,49.1908446560235,16.579304065694803
2986,"Itertech, s.r.o.",firma,Konradova 2205/4,49.2087373371071,16.6842905879716
2987,"ITEVO, s.r.o.",firma,Stamicova 288/3,49.19718652886071,16.5367969201242
2988,"ITjobs, s.r.o.",firma,Bašty 416/8,49.1906997740501,16.6092115354136
2989,"Itman Czech, s.r.o.",firma,Vídeňská 153/119b,49.15102944189779,16.6019521364148
2990,"Itms Plast, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
2991,"Itps CZ, s.r.o.",firma,Vlhká 194/25,49.1928607552479,16.618592476635598
2992,"Itself, s.r.o.",firma,Pálavské náměstí 4343/11,49.20576540701429,16.661715189161402
2993,"Itsmy Life, a.s.",firma,Plotní 332/73,49.182393307981,16.6201432958027
2994,"ITZ, s.r.o.",firma,Riegrova 1168/44,49.226671298847286,16.588444530610303
2995,"IV GROUP, a.s.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
2996,Ivan Stanoev,firma,Chládkova 1219/3,49.211240550194205,16.5847180205711
2997,Ivan Weinberger,firma,Jugoslávská 686/134,49.2127533582359,16.6229512344465
2998,"Ivana Halvová, s.r.o.",firma,Baarovo nábřeží 534/18,49.2102881977761,16.6381569283276
2999,Ivana Velanová,firma,Vídeňská 268/58,49.1803798491975,16.5942430479714
3000,"Ivar, a.s.",firma,Těžební 1250/2d,49.18491491975721,16.6543896570898
3001,"Ivavin - Gastro, s.r.o.",firma,Štefánikova 123/63,49.216267554918794,16.5989320516336
3002,"Ivent pro, s.r.o.",firma,Vinohrady 783/10,49.182408143836795,16.5934646209468
3003,"IVEP, a.s.",firma,Vídeňská 137/117a,49.1538510000393,16.604685725994102
3004,"IVF Czech Republic, s.r.o.",firma,Grohova 117/21,49.20056037106689,16.595649196157
3005,"Ivis, s.r.o.",firma,Charbulova 232/133,49.1792684931997,16.6395896468826
3006,"Ivo Menšík, s.r.o.",firma,Dornych 50/106,49.183475161142795,16.6217068566739
3007,"IVVI, s.r.o.",firma,Dobrovského 657/8,49.2203495419109,16.595828987672903
3008,"Ixprojekta, s.r.o.",firma,Heršpická 813/5,49.1772953510104,16.6041152535678
3009,"Ixtron Systems, a.s.",firma,Sochorova 3232/34,49.2125146408136,16.5660076852546
3010,"IZOKRAT, s.r.o.",firma,Vídeňská 237/136,49.13741823685661,16.6014000201631
3011,"Izolservis, s.r.o.",firma,Srbská 2741/53,49.2287555432729,16.5852266350068
3012,"IZOMEX, s.r.o.",firma,Soběšická 962/88,49.2186658691325,16.634944563651302
3013,"J - Transport, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
3014,"J&B PUB, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
3015,"J&S, s.r.o.",firma,Lidická 562/33,49.2031101457924,16.6067370289454
3016,"J+M Accounting, s.r.o.",firma,Lazaretní 4298/11a,49.204174731080506,16.6373166433125
3017,"J- VST, s.r.o.",firma,Ulrychova 908/67,49.224247586930396,16.5504805454188
3018,"J.M.I., s.r.o.",firma,Hudcova 532/78b,49.2322100600383,16.5808093717181
3019,"J.P.N. Cars, s.r.o.",firma,Hviezdoslavova 1187/57,49.1827565379636,16.6909845442113
3020,"J.S.C. Brno, s.r.o.",firma,Skorkovského 3058/50,49.19313379488871,16.6436164807893
3021,"JABOR, s.r.o.",firma,Moldavská 532/13,49.1694868122633,16.5838415253652
3022,"Jacobs Clean Energy, s.r.o.",firma,Křenová 184/58,49.1910746547931,16.6233146730475
3023,"JaD Personální Agentura, s.r.o.",firma,Olomoucká 1159/40,49.189487206239605,16.6354449638921
3024,"Jaga Trans CZ, s.r.o.",firma,Ochozská 1259/11,49.2037726942174,16.6867662667412
3025,"Jakub, s.r.o.",firma,třída Kpt. Jaroše 1922/3,49.2004159929964,16.6106142457465
3026,"Jalta Group, s.r.o.",firma,Cimburkova 564/9,49.219089992845,16.606233780146805
3027,"Jamyr Best, s.r.o.",firma,Hněvkovského 587/39a,49.171833534996786,16.6259892549907
3028,Jan Bednář,firma,Trnkova 2629/148,49.2012794130245,16.6759715488401
3029,Jan Bubla,firma,Revoluční 222/1,49.1487253831789,16.6644722490241
3030,Jan Kugler,firma,Bubeníčkova 505/36,49.200967983225404,16.639296531995303
3031,"Jan Melvil Publishing, s.r.o.",firma,Roubalova 383/13,49.1971698072595,16.5854813612888
3032,"Jan Svoboda, s.r.o.",firma,Březinova 1101/25,49.2059006489228,16.5817167132742
3033,"Jan Velík - Velma, s.r.o.",firma,Václavská 221/9,49.1886665757714,16.5963635858783
3034,Jana Dostálová,firma,Slepá 1327/37,49.2052931288344,16.6195096250996
3035,Jana Haraštová,firma,Skořepka 240/14,49.192520701093905,16.6174856462043
3036,Jana Kočí,firma,Opálkova 752/5,49.2214279987279,16.5299428697278
3037,Janáčkova Akademie Múzických Umění v,firma,Beethovenova 650/2,49.19613141503861,16.6103499649832
3038,"Janíčkovi Stravování, s.r.o.",firma,Havránkova 30/11,49.1576065957802,16.6218718134112
3039,"JaNo, s.r.o.",firma,Mlýnská 453/65,49.1900698738367,16.624480930628
3040,"Janoair, s.r.o.",firma,Stará 98/18,49.2002604672706,16.6172849841294
3041,"Jantar - lakovna, s.r.o.",firma,Vídeňská 11/127,49.143445034891,16.6032777335672
3042,"Janteco, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
3043,Janulíková Klára - Notářka,firma,Nové sady 996/25,49.188071334929,16.606705428908597
3044,Janus Worldwide Odštěpný Závod,firma,Křenová 504/53,49.1913797559361,16.622562899935698
3045,"Jaro Sea & Air Services, s.r.o.",firma,Tuřanka 1314/110,49.174567461192,16.675233186677197
3046,Jaromír Havlík,firma,Sirotkova 312/7,49.2094048712683,16.5851717326716
3047,Jaromír Mašek,firma,Třebízského 787/3,49.2119963042134,16.629519377139097
3048,Jaroslav Knotek,firma,Traubova 1546/6,49.202046021235,16.6153862312831
3049,"Jaroslav Šumpich & syn, s.r.o.",firma,Josefy Faimonové 2231/16,49.2032957208652,16.6805252698138
3050,"Jasfresh, s.r.o.",firma,Botanická 606/24,49.205387551025,16.6016097345611
3051,"Jashin, s.r.o.",firma,Masná 231/8,49.190428242715704,16.6258534683473
3052,"JASS, s.r.o.",firma,Železná 505/26,49.17083722015389,16.6123341287485
3053,"Jasyko, s.r.o.",firma,Purkyňova 2740/45,49.2206659999782,16.5848646202355
3054,"Javl Bar, s.r.o.",firma,Lidická 629/39,49.2034315077498,16.606551537618998
3055,"Jays Company, s.r.o.",firma,Francouzská 421/87,49.202320026185596,16.6224705315649
3056,Jazyková Škola s Právem Státní Jazykové,firma,Kotlářská 263/9,49.205527570845,16.5965705352619
3057,"Jazykové Centrum Correct, s.r.o.",firma,Kozí 27/2,49.19547259814161,16.6098866966047
3058,"JB Stavební, s.r.o.",firma,Pražákova č.ev 397,49.1655024319593,16.603626170303
3059,"JB, s.r.o.",firma,Barvy 600/6,49.228706509249,16.632631997377697
3060,"JCMM, z. s. p. o.",firma,Česká 166/11,49.196000155207,16.606337127727002
3061,"JE& NE, s.r.o.",firma,Branka 506/36,49.22047292298311,16.550057091271903
3062,"Jean Paul S Bistro, s.r.o.",firma,Zelný trh 250/14,49.192629078730796,16.6083217963454
3063,"Jeer, s.r.o.",firma,Ševčenkova 606/7,49.1723792387521,16.5286291752529
3064,"Jen Zdravě, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
3065,"JEREX, a.s.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
3066,Jesle Žirafka o.p.s.,firma,Drdy 626/58,49.210524567975206,16.4871075731771
3067,"Jet Investment, a.s.",firma,Hlinky 49/126,49.1911728491311,16.5781583427034
3068,"JF Servis, s.r.o.",firma,Obecká 86/26,49.21355047675261,16.702666150826
3069,"JIC, Zájmové Sdružení Právnických Osob",firma,Purkyňova 649/127,49.233292582884104,16.5727126207037
3070,"JICOM, s.r.o.",firma,Jarní 1116/50,49.2195893448559,16.6537824723146
3071,"Jídelna Kocourek, s.r.o.",firma,Křenová 89/19,49.192255413846596,16.618687360289098
3072,"Jídelna u Lávky, s.r.o.",firma,Příkop 838/6,49.199725911287295,16.6137866291044
3073,"Jifi, s.r.o.",firma,Jakubské náměstí 129/7,49.197026727742994,16.6088415570773
3074,Jihomoravský Kraj,firma,Žerotínovo náměstí 449/3,49.1987463178096,16.604429742969
3075,"Jimi Reklama, s.r.o.",firma,Cejl 40/107,49.2010323980311,16.6259752574419
3076,"Jindřich Gröger, s.r.o.",firma,Jarní 872/6,49.2133796957296,16.6592589562228
3077,"JIRMAL, s.r.o.",firma,Veveří 365/46,49.202701319291286,16.598091430648598
3078,"Jirus 66, s.r.o.",firma,Pražská 647/158,49.1753294181864,16.5210154726213
3079,Jiří Bednařík,firma,Měšťanská 777/46,49.151116822964894,16.6628440642497
3080,"Jiří Fries - Autotransport, s.r.o.",firma,Kuršova 991/22,49.218030269077396,16.5032999011078
3081,Jiří Hemzal,firma,Boří 71/1,49.287554090921795,16.631919032384502
3082,"Jiří Kudláček, s.r.o.",firma,Kopečná 940/14,49.1901378940948,16.6059990862957
3083,Jiří Malenovský,firma,Antonína Slavíka 1315/10,49.20446704978949,16.6147981572671
3084,Jiří Medlík,firma,Soběšická 183/47,49.2165620107785,16.6360347141644
3085,Jiří Nak,firma,Labská 250/15,49.1721065761524,16.5620230119792
3086,Jiří Pařez,firma,Renneská třída 400/22,49.1821371571222,16.5999282419612
3087,Jiří Pavlovec,firma,Meziboří 48/7,49.27098134979429,16.597770404207097
3088,Jiří Rozsypal - Zámkařství Jiro,firma,Veveří 459/12,49.19949306125871,16.602626628361097
3089,Jiří Svoboda,firma,Bellova 360/8,49.1936100972098,16.528993284895506
3090,Jiří Svoboda,firma,Průchodní 378/1,49.1933044092626,16.6089799434451
3091,"Jiří Ševčík, s.r.o.",firma,Křižíkova 2984/68f,49.2214919949495,16.615727374597
3092,"Jiří Štrouf, s.r.o.",firma,Bulharská 3040/20c,49.225248176973714,16.591985633764697
3093,"JIS - Sta, s.r.o.",firma,Kulkova 4045/8,49.2112012392398,16.648232982323197
3094,Jitka Šlancarová,firma,Oblá 434/50,49.176968498742596,16.5528144862062
3095,"Jivas Plus, s.r.o.",firma,Bayerova 803/34,49.208541073724696,16.6012227430317
3096,"JK Cukrárna, s.r.o.",firma,Palackého třída 1379/97,49.2274086131245,16.5924483146451
3097,"JK Sales, s.r.o.",firma,Nové sady 988/2,49.1888920909307,16.6070371848279
3098,"JK Speed Kipper, s.r.o.",firma,Šámalova 2904/21,49.194431648937204,16.6356542596752
3099,"JK Timber CZ, s.r.o.",firma,Pražákova 1008/69,49.176165889807216,16.6055936541501
3100,"Jkbmont Plus, s.r.o.",firma,Příkop 843/4,49.2000691912408,16.6136281267624
3101,"JMV GASTRO, s.r.o.",firma,Palackého třída 200/77,49.225757629094105,16.593033790733198
3102,"Jobinn & HOSTESSINN, s.r.o.",firma,Křenová 186/60,49.1910761219151,16.6234808874262
3103,"Joblife Recruitment, s.r.o.",firma,Olomoucká 797/80,49.18906827925429,16.638585244156694
3104,"Jobs Contact Consulting, s.r.o.",firma,Slovákova 354/5,49.20041373021629,16.6020367092056
3105,"JOBS. EU, s.r.o.",firma,Vídeňská 546/55,49.1801227348693,16.5955699872069
3106,"JOK, a.s.",firma,Stavební 445/2a,49.1935644162037,16.6223059107975
3107,"Jomita, s.r.o.",firma,Kárníkova 1535/12,49.2533620438431,16.5842431863833
3108,"Jonckers Translation & Engineering,",firma,Královopolská 3052/139,49.22100140207021,16.5815591326037
3109,"Joppa Logistics, s.r.o.",firma,Písečná 509/5,49.1553033329383,16.6521439775757
3110,Josef Adámek,firma,Liští 640/43,49.232907728139104,16.653046876064302
3111,"Josef Distl, s.r.o.",firma,U Svitavy 8/3,49.1748212651255,16.6342949667166
3112,"Josef Lídl, s.r.o.",firma,Cejl 480/12,49.1967535199835,16.6171370432802
3113,"Josef Manner, s.r.o.",firma,Olomoucká 1159/40,49.189487206239605,16.6354449638921
3114,Josef Sklenář,firma,Ráječek 557/5b,49.1689576621056,16.636636870170697
3115,"Jovimer CZ, s.r.o.",firma,Tovární 726/11,49.1356729988509,16.6697380959645
3116,"Joyce ČR, s.r.o.",firma,Venhudova 749/6,49.2118596787851,16.6273244084211
3117,"JRA Management, s.r.o.",firma,Atriová 373/29a,49.2639923512009,16.569352065446697
3118,"JS Dent, s.r.o.",firma,Veveří 456/9,49.1992309588271,16.6024072732434
3119,"JUDr. Bc. Stanislav Bruncko, Ph. D.,",firma,Vídeňská 849/15,49.184090769133704,16.595377286900302
3120,"JUDr. Iva Repa Kremplová, Advokátka",firma,Botanická 785/9,49.205425814266604,16.6008880532147
3121,"JUDr. Jaroslav Brož, MJur., Advokátní",firma,Marie Steyskalové 767/62,49.2089942417108,16.577698680162403
3122,"Jumo Měření a Regulace, s.r.o.",firma,Křídlovická 943/24a,49.187285113145705,16.599115699617
3123,"Juni Export - IMPORT, s.r.o.",firma,Pražákova 510/51,49.1659436980507,16.6009468102208
3124,"JURAL, s.r.o.",firma,Spodní 676/14,49.1669115557831,16.577010525739
3125,"Just Point, s.r.o.",firma,Zahradníkova 824/28,49.2076719967163,16.5990577807391
3126,"JV Projekt VH, s.r.o.",firma,Kosmákova 1050/49,49.204574087130496,16.6405135839153
3127,"k - Consult plus, s.r.o.",firma,Purkyňova 2807/48,49.2210785157261,16.5858065792695
3128,"k 11, s.r.o.",firma,Karáskovo náměstí 2683/11,49.1975973257455,16.6391502683008
3129,"k auditing, s.r.o.",firma,Veveří 2581/102,49.210192560760795,16.589975401788198
3130,"K&K SERVIS, s.r.o.",firma,Šmahova 311/113,49.1703583622042,16.683485925649098
3131,"K+L, s.r.o.",firma,Bratislavská 201/14,49.1986814421715,16.6166016913883
3132,"K- domy, s.r.o.",firma,Tomanova 1535/12,49.2067817972645,16.618344539820498
3133,"K- Keramika CZECH, s.r.o.",firma,Hájecká 1206/1,49.174301293071395,16.6390765067345
3134,"K- Keramika TEAM, s.r.o.",firma,Hájecká 1206/1,49.174301293071395,16.6390765067345
3135,"K- net Technical International Group,",firma,Antonínská 565/20,49.202179083985904,16.605547805036302
3136,"K.E.I. GROUP, s.r.o.",firma,Žarošická 4308/21,49.2071206770145,16.6650543717013
3137,"K.E.I. pharma, s.r.o.",firma,Koliště 141/47,49.1969037237113,16.6153285639334
3138,"K.H.+H., s.r.o.",firma,Nádražní 418/5,49.1913172688607,16.613522598971
3139,"K2 GASTRO, s.r.o.",firma,Cejl 37/62,49.199219517865295,16.6250255872697
3140,"K4, a.s.",firma,Kociánka 8/10,49.2283879121548,16.6069817812327
3141,"Kab Company, s.r.o.",firma,Solniční 239/11,49.1966205412535,16.6054053960126
3142,"Kabel - A.T., s.r.o.",firma,Košuličova 656/4,49.16691541186921,16.6127858304194
3143,"Kabtrade, s.r.o.",firma,Bednářova 621/29,49.162618261121395,16.613663330840097
3144,"Kadaňka, s.r.o.",firma,Výstaviště 405/1,49.1877267551855,16.5822648050735
3145,"Kadlec - BAU, s.r.o.",firma,Srbská 3073/53b,49.229153682962504,16.5850405570806
3146,"Kadlec - elektronika, s.r.o.",firma,Hviezdoslavova 1335/55e,49.18376400108271,16.6898135920351
3147,"Kafec Brand, s.r.o.",firma,Orlí 491/16,49.1932814840874,16.6113018971134
3148,"Kahn, s.r.o.",firma,Vídeňská 264/120b,49.140500430974704,16.601810398432697
3149,"Kaiser Company, s.r.o.",firma,Tomanova 1535/12,49.2067817972645,16.618344539820498
3150,"Kaiserbau, s.r.o.",firma,Gebauerova 4502/18,49.200162984776796,16.6378071522037
3151,"Kajpro CEE, s.r.o.",firma,Bednářova 621/29,49.162618261121395,16.613663330840097
3152,"Kaláb - develop, s.r.o.",firma,Vídeňská 849/15,49.184090769133704,16.595377286900302
3153,"Kalaha, a.s.",firma,Maříkova 1899/1,49.2544584388986,16.5877208379359
3154,"Kalcit, s.r.o.",firma,Třískalova 902/10a,49.2258456808485,16.6173999828588
3155,"Kalispela, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
3156,Kalous Přemysl - Notář,firma,Brandlova 253/4,49.198232883874795,16.6057610399319
3157,"Kámen - DEKOR, s.r.o.",firma,Čápkova 40/37,49.2030396118921,16.5939050056418
3158,"Kámen Brno, s.r.o.",firma,Mezírka 775/1,49.2009682761215,16.6040807196334
3159,Kamena Výrobní Družstvo Brno,firma,Bohunická 595/85,49.1635157539581,16.5940599030446
3160,"Kameníčci, s.r.o.",firma,Čejkovická 4091/9,49.2019720932211,16.6606978776449
3161,Kamil Matyáš,firma,Soběšická 1262/100,49.219344592884596,16.6346654472111
3162,"KAMINOFLEX, s.r.o.",firma,Havránkova 30/11,49.1576065957802,16.6218718134112
3163,"Kancelář Architekta Města Brna,",firma,Zelný trh 331/13,49.19243143403279,16.608121299560498
3164,"Kancelář Správců, v.o.s.",firma,Čechyňská 419/14a,49.1885903010291,16.6197806117866
3165,Kancelář Veřejného Ochránce Práv,firma,Údolní 658/39,49.197816805714396,16.595880200627306
3166,"Kania, Sedlák, Smola, s.r.o.",firma,Mendlovo náměstí 907/1a,49.1910482941436,16.5939298162117
3167,"KAP CZ, s.r.o.",firma,Dolnice 712/10,49.254228356173286,16.589402833592402
3168,"KaP Trans servis, s.r.o.",firma,Firemní 747/17,49.1615851919349,16.6238188453142
3169,"KAPITÁNKA, s.r.o.",firma,Ráječek 182/1,49.166917925814,16.6345734965569
3170,Kapitol Pojišťovací a Finanční,firma,Vlněna 526/3,49.189263702866704,16.6176415497202
3171,"Kapo - Oděvy, s.r.o.",firma,Kuršova 986/12,49.219173519142196,16.5033907612072
3172,"Kapo - Plus, s.r.o.",firma,Kuršova 986/12,49.219173519142196,16.5033907612072
3173,"KARAT, Družstvo",firma,Palackého třída 908/119,49.2295684198088,16.5908780487487
3174,"Karci Trans, s.r.o.",firma,Zábrdovická 15/16a,49.2010825219213,16.6319873447703
3175,"Kardio - Line, s.r.o.",firma,Antonínská 552/5,49.2025636040407,16.6056182131916
3176,"Kardio Brychta, s.r.o.",firma,Pekařská 440/84,49.191858279022796,16.5967548533885
3177,Karel Matula,firma,Ondráčkova 1186/100,49.2038079389408,16.7086662519336
3178,Karel Ohnesorg,firma,Pražákova 551/58,49.171594608875,16.603378399676306
3179,Karel Slavíček,firma,Hrnčířská 572/4,49.210326083985386,16.601288541033
3180,"Karel Vobůrka, s.r.o.",firma,Kopečná 940/14,49.1901378940948,16.6059990862957
3181,"Karident, s.r.o.",firma,Purkyňova 2855/97a,49.225766220904,16.581532730219198
3182,"KARIKA, s.r.o.",firma,Kleštínek 294/23,49.27014575771521,16.5933322703594
3183,"Karoseria, a.s.",firma,Heršpická 758/13,49.171543269901896,16.602293614800402
3184,"Karpatkov CZ, s.r.o.",firma,Lidická 700/19,49.20179833624471,16.6071183215627
3185,"Karpen Plus, s.r.o.",firma,Filipínského 1534/55,49.197155726030296,16.6351329888754
3186,"Karpostav, s.r.o.",firma,Košuličova 755/41,49.1680983920347,16.6097545984438
3187,"KARS, s.r.o.",firma,Koliště 142/49,49.196476414079285,16.615562082788202
3188,"KARSING, s.r.o.",firma,Plotní 547/49,49.1839434987455,16.6192411518989
3189,"Kart Arena BRNO, s.r.o.",firma,Křížkovského 516/51,49.1837928352507,16.5812290538391
